NGC_Num,Other names,General Type,Specific Type,Apparent magnitude
2124,,Galaxy,Unbarred spiral galaxy,
2125,,Star cluster,Star cluster,
2126,,Cluster,Open cluster,
2127,,Star cluster,Star cluster,11.6
2128,,Galaxy,Lenticular galaxy,
2129,,Cluster,Open cluster,6.7
2130,,Cluster,Globular cluster,12
2131,,Galaxy,Barred Magellanic irregular galaxy,
2132,,Cluster,Open cluster,
2133,,Star cluster,Star cluster,
2134,,Star cluster,Star cluster,
2135,,Cluster,Open cluster,12.1
2136,,Star cluster,Star cluster,10.7
2137,,Star cluster,Star cluster,12.7
2138,,Star cluster,Star cluster,13.8
2139,IC 2154,Galaxy,Intermediate spiral galaxy,11.7
2140,,Cluster,Open cluster,12.4
2141,,Cluster,Open cluster,
2142,Likely 3 Monocerotis,Star,Binary star,4.92
2143,,Cluster,Open cluster,
2144,,Galaxy,Unbarred spiral galaxy,
2145,,Star cluster,Star cluster,12.1
2146,,Galaxy,Barred spiral galaxy,11.1
2147,,Star cluster,Star cluster,12.9
2148,,Galaxy,Unbarred spiral galaxy,
2149,,Nebula,Reflection nebula,
2150,,Galaxy,Intermediate spiral galaxy,14.3
2151,,Star cluster,Star cluster,
2152,,Galaxy,Barred spiral galaxy,
2153,,Star cluster,Star cluster,13.1
2154,,Star cluster,Star cluster,11.8
2155,,Star cluster,Star cluster,12.6
2156,,Cluster,Globular cluster,11.4
2157,,Star cluster,Star cluster,10.2
2158,,Cluster,Open cluster,9.5
2159,,Cluster,Globular cluster,11.4
2160,,Cluster,Open cluster,12.2
2161,,Star cluster,Star cluster,13
2162,,Cluster,Globular cluster,12.7
2163,,Nebula,Reflection nebula,
2164,ESO 57-SC62,Cluster,Open cluster,
2165,,Cluster,Open cluster,
2166,,Cluster,Open cluster,12.9
2167,Likely HD 41794,Star,Star,6.6
2168,Messier 35,Cluster,Open cluster,5.3
2169,,Cluster,Open cluster,6
2170,,Nebula,Diffuse nebula,
2171,,Cluster,Open cluster,
2172,,Cluster,Open cluster,11.9
2173,,Cluster,Globular cluster,12.7
2174,,Nebula,Diffuse nebula,6.8
2175,(Located in NGC 2174),Cluster,Open cluster,6.8
2176,,Star cluster,Star cluster,
2177,,Cluster,Open cluster,12.8
2178,,Galaxy,Elliptical galaxy,
2179,,Galaxy,Unbarred spiral galaxy,12.5
2180,,Cluster,Open cluster,
2181,,Star cluster,Star cluster,13.6
2182,,Nebula,Reflection nebula,
2183,,Nebula,Reflection nebula,
2184,,Cluster,Open cluster,
2185,,Nebula,Reflection nebula,
2186,,Cluster,Open cluster,8.7
2187,,Galaxy,Lenticular galaxy pair,
2188,,Galaxy,Barred Magellanic spiral galaxy,11.8
2189,,Cluster,Open cluster,
2190,,Cluster,Globular cluster,12.9
2191,,Galaxy,Barred lenticular galaxy,
2192,,Cluster,Open cluster,10.9
2193,,Star cluster,Star cluster,13.4
2194,,Cluster,Open cluster,9
2195,,Other,Interstellar matter,
2196,,Galaxy,Unbarred spiral galaxy,
2197,,Star cluster,Star cluster,13.5
2198,,N/A,Unknown,
2199,,Galaxy,Unbarred spiral galaxy,
2200,,Galaxy,Barred spiral galaxy,
2201,,Galaxy,Intermediate spiral galaxy,
2202,,Cluster,Open cluster,
2203,,Star cluster,Star cluster,11.3
2204,,Cluster,Open cluster,8.6
2205,,Galaxy,Intermediate lenticular galaxy,
2206,,Galaxy,Intermediate spiral galaxy,
2207,,Galaxy,Interacting galaxy,10.7
2208,,Galaxy,Lenticular galaxy,12.6
2209,,Cluster,Globular cluster,13.2
2210,,Cluster,Globular cluster,10.9
2211,Adjacent to NGC 2212,Galaxy,Barred lenticular galaxy,
2212,Adjacent to NGC 2211,Galaxy,Barred lenticular galaxy,
2213,,Star cluster,Star cluster,
2214,,Cluster,Open cluster,10.9
2215,,Cluster,Open cluster,8.5
2216,,Galaxy,Intermediate spiral galaxy,
2217,,Galaxy,Barred lenticular LINER galaxy,11.9
2218,,N/A,Unknown,
2219,,Cluster,Open cluster,
2220,,Cluster,Open cluster,
2221,Adjacent to NGC 2222,Galaxy,Unbarred spiral galaxy,
2222,Adjacent to NGC 2221,Galaxy,Barred spiral galaxy,
2223,,Galaxy,Intermediate spiral galaxy,
2224,,Cluster,Open cluster,
2225,Adjacent to NGC 2226,Cluster,Open cluster,
2226,Adjacent to NGC 2225,N/A,Unknown,
2227,,Galaxy,Barred spiral galaxy,
2228,,Galaxy,Unbarred lenticular galaxy,
2229,Adjacent to NGC 2230,Galaxy,Intermediate lenticular galaxy,
2230,"Abell 3389, adjacent to NGC 2229",Galaxy,Barred lenticular galaxy,
2231,,Cluster,Globular cluster,13.2
2232,,Cluster,Open cluster,
2233,,Galaxy,Lenticular galaxy,
2234,,Cluster,Open cluster,
2235,,Galaxy,Elliptical galaxy,
2236,,Cluster,Open cluster,8.5
2237,(Part of the Rosette Nebula),Nebula,Diffuse nebula,9
2238,(Part of the Rosette Nebula),Nebula,Diffuse nebula,9
2239,(Located in Rosette Nebula),Cluster,Open cluster,5.3
2240,,Cluster,Open cluster,
2241,,Star cluster,Star cluster,13.3
2242,,Nebula,Planetary nebula,
2243,,Cluster,Open cluster,9.4
2244,Satellite Cluster (located in Rosette Nebula),Cluster,Open cluster,5.3
2245,,Nebula,Reflection nebula,
2246,(Part of the Rosette Nebula),Nebula,Diffuse nebula,9
2261,Hubble's Variable Nebula,Nebula,Diffuse nebula,
2264,"Christmas Tree Cluster, Snowflake Cluster and the Fox Fur Nebula.",Cluster,Open cluster,3.9
2266,,Cluster,Open cluster,9.5
2276,,Galaxy,Spiral galaxy,
2286,,Cluster,Open cluster,7.5
2287,Messier 41,Cluster,Open cluster,4.5
2298,,Cluster,Globular cluster,8.9
2299,,Cluster,Open cluster,
2300,,Galaxy,Lenticular galaxy,
2323,Messier 50,Cluster,Open cluster,6.3
2336,,Galaxy,Spiral galaxy,13.5
2346,,Nebula,Planetary nebula,10.8
2349,,Cluster,Open cluster,
2359,"Thor's Helmet, Gum 4",Nebula,Diffuse nebula,
2360,Caroline's Cluster,Cluster,Open cluster,7.6
2362,Tau Canis Majoris Cluster,Cluster,Open cluster,4.1
2363,(Located within NGC 2366),Nebula,Diffuse nebula,15.5
2366,,Galaxy,Barred irregular galaxy,11.4
2371,(Duplicate of NGC 2372; also called NGC 2371-2),Nebula,Planetary nebula,14.5
2372,(Duplicate of NGC 2371; also called NGC 2371-2),Cluster,Open cluster,14.5
2374,,Cluster,Open cluster,8
2392,,Nebula,Planetary nebula,10.3
2403,,Galaxy,Spiral galaxy,8.9
2409,,Cluster,Open cluster,7.5
2419,,Cluster,Globular cluster,9.06
2422,Messier 47,Cluster,Open cluster,4.4
2437,Messier 46,Cluster,Open cluster,6.3
2438,,Nebula,Planetary nebula,10.8
2440,,Nebula,Planetary nebula,18.9
2442,,Galaxy,Spiral galaxy,11.2
2443,(Duplicate of NGC 2442),Galaxy,Spiral galaxy,11.2
2447,Messier 93,Cluster,Open cluster,6.6
2451,,Cluster,Open cluster,10
2460,,Galaxy,Spiral galaxy,12.5
2477,,Cluster,Open cluster,6.6
2485,,Galaxy,Spiral galaxy,13.3
2491,,Galaxy,Galaxy,15.6
2500,,Galaxy,Spiral galaxy,12.3
2516,,Cluster,Open cluster,3.8
2535,,Galaxy,Spiral galaxy,13
2536,,Galaxy,Spiral galaxy,14.5
2537,Bear's Paw Galaxy,Galaxy,Irregular galaxy,11.7
2541,,Galaxy,Spiral galaxy,13
2546,,Cluster,Open cluster,6.5
2547,,Cluster,Open cluster,4.8
2548,Messier 48,Cluster,Open cluster,6.1
2549,,Galaxy,Lenticular galaxy,12.1
2550,,Galaxy,Spiral galaxy,13.1
2551,,Galaxy,Spiral galaxy,12.7
2552,,Galaxy,Irregular galaxy,13.5
2608,,Galaxy,Barred spiral galaxy,13.01
2632,Messier 44; Beehive Cluster; Praesepe Cluster,Cluster,Open cluster,3.2
2682,Messier 67,Cluster,Open cluster,6.9
2683,,Galaxy,Spiral galaxy,9.7
2715,,Galaxy,Spiral galaxy,11.9
2736,Pencil Nebula,Nebula,Diffuse nebula,
2770,Supernova Factory,Galaxy,Spiral galaxy,12
2775,,Galaxy,Spiral galaxy,11.4
2787,,Galaxy,Lenticular galaxy,11.7
2798,,Galaxy,Spiral galaxy,13.2
2799,,Galaxy,Irregular galaxy,14.4
2808,,Cluster,Globular cluster,7.8
2812,,Galaxy,Lenticular galaxy/Spiral galaxy,15.7
2813,,Galaxy,Lenticular galaxy,12.4
2818,,Nebula,Planetary nebula,12.5
2818a,,Cluster,Open cluster,
2841,,Galaxy,Spiral galaxy,9.9
2859,,Galaxy,Lenticular galaxy,11.8
2865,,Galaxy,Elliptical galaxy,11.43
2867,,Nebula,Planetary nebula,12
2899,,Nebula,Planetary nebula,12
2903,,Galaxy,Spiral galaxy,9.8
2915,,Galaxy,Irregular galaxy,13.2
2935,,Galaxy,Spiral galaxy,10.9
2936,,Galaxy,Interacting galaxy,12.85
2964,,Galaxy,Spiral galaxy,12
2968,,Galaxy,Irregular galaxy,13.1
2972,,Cluster,Open cluster,10.7
2976,,Galaxy,Spiral galaxy,10.9
2997,,Galaxy,Spiral galaxy,10.3
2998,,Galaxy,Spiral galaxy,13.3
2999,(Duplicate of NGC 2972),Cluster,Open cluster,10.7
3000,,Star,Double star,
3001,,Galaxy,Spiral galaxy,11.83
3021,,Galaxy,Spiral galaxy,12.2
3030,,Galaxy,Galaxy,15
3031,Messier 81,Galaxy,Spiral galaxy,8.1
3032,,Galaxy,Lenticular galaxy,13
3033,,Cluster,Open cluster,9.2
3034,Messier 82,Galaxy,Irregular galaxy,9.2
3035,,Galaxy,Spiral galaxy,13.5
3041,,Galaxy,Barred spiral galaxy,10.36
3049,,Galaxy,Spiral galaxy,13.5
3054,,Galaxy,Spiral galaxy,12.2
3077,,Galaxy,Irregular galaxy,10.9
3079,,Galaxy,Spiral galaxy,11.2
3109,,Galaxy,Irregular galaxy,12
3110 ,(aka 3122),Galaxy,Spiral galaxy,13.5
3115,Spindle Galaxy,Galaxy,Lenticular galaxy,11
3132,Eight-Burst Nebula,Nebula,Planetary nebula,10.1
3169,,Galaxy,Spiral galaxy,10.3
3180,(Located in NGC 3184),Nebula,Diffuse nebula,10.4
3181,(Located in NGC 3184),Nebula,Diffuse nebula,
3182,,Galaxy,Spiral galaxy,13
3183,,Galaxy,Spiral galaxy,12.5
3184,,Galaxy,Spiral galaxy,10.4
3185,,Galaxy,Spiral galaxy,12.9
3186,,Galaxy,Galaxy,15
3187,,Galaxy,Spiral galaxy,13.8
3188,,Galaxy,Spiral galaxy,14.7
3189,(Duplicate of NGC 3190),Galaxy,Spiral galaxy,11.9
3190,,Galaxy,Spiral galaxy,11.9
3191,,Galaxy,Spiral galaxy,13.9
3192,(Duplicate of NGC 3191),Galaxy,Spiral galaxy,16.1
3193,,Galaxy,Elliptical galaxy,12.4
3194,,Galaxy,Spiral galaxy,13.9
3195,,Nebula,Planetary nebula,
3196,,Galaxy,Galaxy,15.7
3197,,Galaxy,Spiral galaxy,14.5
3198,,Galaxy,Spiral galaxy,10.7
3199,,Nebula,Diffuse nebula,
3200,,Galaxy,Spiral galaxy,12.3
3201,,Cluster,Globular cluster,9.2
3218,(Duplicate of NGC 3183),Galaxy,Spiral galaxy,12.5
3226,,Galaxy,Elliptical galaxy,13.3
3227,,Galaxy,Spiral galaxy,13.5
3239,,Galaxy,Irregular Galaxy,13.5
3242,Cat's Eye Nebula; Ghost of Jupiter,Nebula,Planetary nebula,10.3
3244,,Galaxy,Spiral galaxy,12.3
3245,,Galaxy,Lenticular galaxy,11.6
3265,,Galaxy,Elliptical galaxy,14.1
3293,,Cluster,Open cluster,4.8
3310,,Galaxy,Spiral galaxy,11
3311,,Galaxy,Elliptical galaxy,13
3312,,Galaxy,Spiral galaxy,12.7
3314,,Galaxy,Spiral galaxy occulted by another spiral galaxy,13.1
3319,,Galaxy,Barred spiral galaxy,11.07
3344,,Galaxy,Spiral galaxy,10.5
3351,Messier 95,Galaxy,Spiral galaxy,11.2
3359,,Galaxy,Spiral galaxy,11
3368,Messier 96,Galaxy,Spiral galaxy,10
3369,,Galaxy,Lenticular galaxy,14.6
3370,,Galaxy,Spiral galaxy,12.4
3371,(Duplicate of NGC 3384),Galaxy,Lenticular galaxy,10
3372,Eta Carina Nebula; Keyhole Nebula,Nebula,Diffuse nebula,
3379,Messier 105,Galaxy,Elliptical galaxy,9.6
3384,,Galaxy,Lenticular galaxy,10
3486,,Galaxy,Spiral galaxy,11.2
3518,(Duplicate entry for NGC 3110),Galaxy,Spiral galaxy,13.5
3521,,Galaxy,Spiral galaxy,10.1
3532,,Cluster,Open cluster,3.3
3539,,Galaxy,Lenticular galaxy,
3545,,Galaxy,Elliptical galaxy,
3545B,,Galaxy,Elliptical galaxy,
3550,,Galaxy,Lenticular,
3552,,Galaxy,Lenticular,
3553,,Galaxy,Lenticular,
3554,,Galaxy,Elliptical,
3556,Messier 108,Galaxy,Spiral galaxy,10.7
3576,,Nebula,Diffuse nebula,
3587,Messier 97; Owl Nebula,Nebula,Planetary nebula,
3593,,Galaxy,Spiral galaxy,11.8
3596,,Galaxy,Spiral galaxy,11.7
3603,,Nebula,Diffuse nebula,10.1
3621,,Galaxy,Spiral galaxy,10
3623,Messier 65,Galaxy,Spiral galaxy,9.6
3627,Messier 66,Galaxy,Spiral galaxy,8.9
3628,,Galaxy,Spiral galaxy,11.5
3629,,Galaxy,Spiral galaxy,12.9
3690,,Galaxy,Interacting galaxies,11.8
3758,Markarian 739,Galaxy,Spiral galaxy,
3766,,Cluster,Open cluster,5.7
3773,,Galaxy,Lenticular galaxy,13.1
3783,,Galaxy,Barred spiral,
3808A,,Galaxy,Interacting galaxy,14.1
3808B,,Galaxy,Interacting galaxy,15
3842,,Galaxy,Elliptical galaxy,12.5
3862,,Galaxy,Elliptical galaxy,14
3877,,Galaxy,Spiral galaxy,11.8
3918,,Nebula,Planetary nebula,10
3938,,Galaxy,Spiral galaxy,11
3944,,Galaxy,Elliptical galaxy,12.9
3949,,Galaxy,Spiral galaxy,10.9
3953,,Galaxy,Spiral galaxy,10.8
3982,,Galaxy,Spiral galaxy,11.6
3992,Messier 109,Galaxy,Spiral galaxy,10.7
3999,,Galaxy,Lenticular galaxy,15.7
4013,,Galaxy,Spiral galaxy,12.4
4014,,Galaxy,Spiral galaxy,13.5
4015,Arp 138,Galaxy,Interacting galaxies,14.2
4016,,Galaxy,Spiral galaxy,14.6
4017,,Galaxy,Spiral galaxy,13.5
4018,,Galaxy,Spiral galaxy,12.4
4026,,Galaxy,Lenticular galaxy,10.7
4027,,Galaxy,Spiral galaxy,11.7
4030,,Galaxy,Grand design spiral galaxy,10.6
4036,,Galaxy,Lenticular galaxy,10.66
4038,Antennae Galaxies,Galaxy,Interacting galaxy,11
4039,Antennae Galaxies,Galaxy,Interacting galaxy,11
4041,,Galaxy,Spiral galaxy,
4051,,Galaxy,Intermediate spiral galaxy,12.92
4070,,Galaxy,Elliptical galaxy,14.14
4072,,Galaxy,Lenticular galaxy,15.6
4074,,Galaxy,Peculiar galaxy / Lenticular galaxy,14.5
4076,,Galaxy,Spiral galaxy,14.35
4084,,Galaxy,Elliptical galaxy,15.4
4086,,Galaxy,Lenticular galaxy,14.59
4088,,Galaxy,Spiral galaxy,11.2
4100,,Galaxy,Spiral galaxy,11.7
4121,,Galaxy,Elliptical galaxy,14.1
4125,,Galaxy,Elliptical galaxy,10.9
4144,,Galaxy,Barred spiral galaxy,12.17
4151,,Galaxy,Spiral galaxy,11.2
4178,,Galaxy,Spiral galaxy,11.4
4192,Messier 98,Galaxy,Spiral galaxy,11
4214,,Galaxy,Irregular galaxy,10.3
4216,,Galaxy,Spiral galaxy,11.2
4236,,Galaxy,Spiral galaxy,10.7
4244,,Galaxy,Spiral galaxy,10.2
4252,,Galaxy,Spiral galaxy,14.1
4254,Messier 99,Galaxy,Spiral galaxy,10.2
4258,Messier 106,Galaxy,Spiral galaxy,9.6
4261,,Galaxy,Elliptical galaxy,10.4
4303,Messier 61,Galaxy,Spiral galaxy,10.9
4308,,Galaxy,Elliptical galaxy,14.3
4309,,Galaxy,Lenticular galaxy,14.3
4314,,Galaxy,Spiral galaxy,11.5
4319,,Galaxy,Spiral galaxy,13
4321,Messier 100,Galaxy,Spiral galaxy,10.6
4325,Galaxy cluster,Galaxy,Galaxy cluster,
4374,Messier 84,Galaxy,Elliptical galaxy,10.8
4382,Messier 85,Galaxy,Lenticular galaxy,10.2
4395,,Galaxy,Spiral galaxy,11.7
4406,Messier 86,Galaxy,Lenticular galaxy,10.9
,,Galaxy,Elliptical galaxy,
4414,,Galaxy,Spiral galaxy,10.9
4435,Eyes Galaxies,Galaxy,Lenticular galaxy,11.9
4438,Eyes Galaxies,Galaxy,Spiral galaxy,12
4444,,Galaxy,Spiral galaxy,
4448,,Galaxy,Spiral galaxy,11.9
4449,,Galaxy,Irregular galaxy,10
4450,,Galaxy,Spiral galaxy,11.2
4463,,Cluster,Open cluster,7.6
4478,,Galaxy,Elliptical galaxy,12.36
4486,Messier 87,Galaxy,Elliptical galaxy,12.9
4490,,Galaxy,Barred spiral galaxy,9.8
4501,Messier 88,Galaxy,Spiral galaxy,10.6
4526,,Galaxy,Lenticular galaxy,10.6
4536,,Galaxy,Spiral galaxy,12.3
4548,Messier 91,Galaxy,Spiral galaxy,11.5
4552,Messier 89,Galaxy,Elliptical galaxy,11.1
4555,,Galaxy,Elliptical galaxy,13.5
4559,,Galaxy,Spiral galaxy,10.7
4565,,Galaxy,Spiral galaxy,10.3
4567,Siamese Twins,Galaxy,Interacting galaxy,12.1
4568,Siamese Twins,Galaxy,Interacting galaxy,12.1
4569,Messier 90,Galaxy,Spiral galaxy,11.8
4579,Messier 58,Galaxy,Spiral galaxy,11.5
4590,Messier 68,Cluster,Globular cluster,10.3
4594,Messier 104,Galaxy,Spiral galaxy,10.3
,Sombrero Galaxy,Galaxy,,
4603,,Galaxy,Spiral galaxy,12.1
4605,,Galaxy,Spiral galaxy,10.8
4618,,Galaxy,Irregular galaxy,11.5
4621,Messier 59,Galaxy,Elliptical galaxy,11
4622,,Galaxy,Spiral galaxy,13.5
4623,,Galaxy,Lenticular galaxy,13.6
4624,,Galaxy,Spiral galaxy,11.8
4625,,Galaxy,Irregular galaxy,13
4626,,Galaxy,Spiral galaxy,14
4627,,Galaxy,Elliptical galaxy,13.3
4631,,Galaxy,Spiral galaxy,9.8
4639,,Galaxy,Spiral galaxy,12.4
4647,,Galaxy,Spiral galaxy,12.5
4649,Messier 60,Galaxy,Elliptical galaxy,10.3
4650,,Galaxy,Spiral galaxy,12.8
4656,,Galaxy,Interacting galaxy,10.6
4657,,Galaxy,Interacting galaxy,
4666,,Galaxy,Spiral galaxy,10.8
4676,Mice Galaxies,Galaxy,Interacting galaxies,14.1
4710,,Galaxy,Lenticular galaxy,11.6
4712,,Galaxy,Spiral galaxy,13.3
4725,,Galaxy,Spiral galaxy,10.2
4736,Messier 94,Galaxy,Spiral galaxy,8.7
4755,Jewel Box; Kappa Crucis Cluster; Caldwell 94,Cluster,Open cluster,
4826,Messier 64; Black Eye Galaxy,Galaxy,Spiral galaxy,8.9
4833,,Cluster,Globular cluster,8.7
4845,NGC 4910,Galaxy,Spiral galaxy,11.2
4881,,Galaxy,Elliptical galaxy,14.7
4889,Caldwell 35,Galaxy,Elliptical galaxy,11.4
4907,,Galaxy,Barred spiral galaxy,14.1
4910,(Duplicate of NGC 4845),Galaxy,Spiral galaxy,11.2
4911,,Galaxy,Spiral galaxy,12.8
4918,,Galaxy,Spiral galaxy,15.1
4945,,Galaxy,Spiral galaxy,9.6
4976,,Galaxy,Elliptical galaxy,11.2
4984,,Galaxy,Lenticular galaxy,12
5000,,Galaxy,Spiral galaxy,14.2
5001,,Galaxy,Spiral galaxy,14.6
5002,,Galaxy,Irregular galaxy,14.7
5003,,Galaxy,Spiral galaxy,15.3
5004,,Galaxy,Lenticular galaxy,14.3
5005,,Galaxy,Spiral galaxy,10.6
5006,,Galaxy,Lenticular galaxy,12.4
5007,,Galaxy,Elliptical galaxy,13.3
5008,,Galaxy,Barred spiral galaxy,13.4
5009,,Galaxy,Barred spiral galaxy,14.5
5010,,Galaxy,Lenticular galaxy,14.4
5023,,Galaxy,Spiral galaxy,12.82
5024,Messier 53,Cluster,Globular cluster,9
5033,,Galaxy,Spiral galaxy,10.9
5055,Messier 63; Sunflower Galaxy,Galaxy,Spiral galaxy,9.7
5068,,Galaxy,Spiral galaxy,10.5
5078,,Galaxy,Spiral galaxy,11.5
5087,,Galaxy,Elliptical galaxy,13
5090,,Galaxy,Elliptical galaxy,12.6
5091,,Galaxy,Spiral galaxy,14.5
5100,,Galaxy,Interacting galaxy,15.1
5101,,Galaxy,Spiral galaxy,11.5
5102,,Galaxy,Lenticular galaxy,10.4
5112,,Galaxy,Spiral galaxy,12.5
5128,Centaurus A,Galaxy,Lenticular galaxy,8
5139,Omega Centauri,Cluster,Globular cluster,6.1
5161,,Galaxy,Spiral galaxy,12
5164,,Galaxy,Spiral galaxy,14.6
5170,,Galaxy,Spiral galaxy,11.9
5189,Gum 47,Nebula,Planetary nebula,14.1
5194,Messier 51a; Whirlpool Galaxy,Galaxy,Spiral galaxy,8.8
5195,Messier 51b,Galaxy,Interacting galaxy,10.6
5229,,Galaxy,Spiral galaxy,14.3
5236,Messier 83; Southern Pinwheel Galaxy,Galaxy,Spiral galaxy,8.5
5247,,Galaxy,Spiral galaxy,11
5253,,Galaxy,Irregular galaxy,11
5256,,Galaxy,Disk galaxy,12.69
5272,Messier 3,Cluster,Globular cluster,6.2
5291,,Galaxy,Interacting galaxy,14.2
5300,,Galaxy,Spiral galaxy,13.7
5307,,Nebula,Planetary nebula,11.5
5315,,Nebula,Planetary nebula,14.6
5334,,Galaxy,Spiral galaxy,13.7
5364,,Galaxy,Spiral galaxy,13.2
5371,,Galaxy,Spiral galaxy,11.5
5395,,Galaxy,Spiral galaxy,12.48
5398,,Galaxy,Irregular galaxy,12.7
5408,,Galaxy,Irregular galaxy,14
5457,Messier 101; Pinwheel Galaxy; (Messier 102(?)),Galaxy,Spiral galaxy,8.7
5451,https://theskylive.com/sky/deepsky/ngc5461-object,Nebula,Emission nebula,13.38
5461,Appears to be the same as 5451 & 5471,Nebula,Emission nebula,14.38
5471,Appears to be the same as 5451 & 5461,Nebula,Emission nebula,14.38
5466,,Cluster,Globular cluster,10.5
5470,,Galaxy,Spiral galaxy,13.6
5474,,Galaxy,Spiral galaxy,11.9
5477,,Galaxy,Irregular galaxy,14.5
5504,,Galaxy,Spiral galaxy,14
5529,,Galaxy,Spiral galaxy,12.8
5548,,Galaxy,Spiral galaxy,13.1
5587,,Galaxy,Spiral galaxy,14
5591,,Galaxy,"Spiral galaxy, peculiar",14
5600,,Galaxy,Spiral galaxy,12.7
5609,,Galaxy,Spiral galaxy,15.7
5613,,Galaxy,Lenticular galaxy,15.5
5614,,Galaxy,Spiral galaxy,12.6
5615,,Galaxy,Galaxy,17.8
5617,,Cluster,Open cluster,6.3
5634,,Cluster,Globular cluster,10.05
5640,,Galaxy,Spiral galaxy,14.7
5643,,Galaxy,Intermediate spiral galaxy,10.7
5653,,Galaxy,Spiral galaxy,12.7
5662,,Cluster,Open cluster,5.5
5665,,Galaxy,Spiral galaxy,12.7
5668,,Galaxy,Spiral galaxy,
5676,,Galaxy,Spiral galaxy,12.3
5678,,Galaxy,Barred spiral galaxy,12.1
5694,Caldwell 66,Cluster,Globular cluster,10.2
5705,,Galaxy,Spiral galaxy,14.5
5713,,Galaxy,Spiral galaxy,11.7
5714,,Galaxy,Spiral galaxy,14.2
5728,,Galaxy,Barred spiral galaxy,13.4
5746,,Galaxy,Barred spiral galaxy,11
5749,,Cluster,Open cluster,8.8
5750,,Galaxy,Spiral galaxy,13.1
5765,,Galaxy,Seyfert galaxy,14.6
5774,,Galaxy,Intermediate spiral galaxy,12.3
5775,,Galaxy,Spiral galaxy,11.34
5777,,Galaxy,Spiral galaxy,13.1
5792,,Galaxy,Barred spiral galaxy,12.1
5793,,Galaxy,Seyfert galaxy,13.32
5822,,Cluster,Open cluster,6.5
5823,,Cluster,Open cluster,8.6
5824,,Cluster,Globular cluster,10.3
5825,,Galaxy,Elliptical galaxy,15.6
5838,,Galaxy,Lenticular galaxy,12.1
5846,,Galaxy,Elliptical galaxy,11.9
5850,,Galaxy,Spiral galaxy,13.6
5866,Spindle Galaxy,Galaxy,Lenticular galaxy,11.1
,(Messier 102),#N/A,,
5877,,Star,Triple star,
5879,,Galaxy,Spiral galaxy,12.4
5882,,Nebula,Planetary nebula,11.9
5885,,Galaxy,Barred spiral galaxy,11.7
5886,,Galaxy,Elliptical galaxy,14
5888,,Galaxy,Barred spiral galaxy,13.4
5890,,Galaxy,Lenticular galaxy,
5904,Messier 5,Cluster,Globular cluster,7.3
5907,Knife Edge Galaxy; Splinter Galaxy,Galaxy,Spiral galaxy,11.1
5917,,Galaxy,Spiral galaxy,13.7
5921,,Galaxy,Barred spiral galaxy,11.5
5925,,Cluster,Open cluster,8.4
5927,,Cluster,Globular cluster,8.86
5929,,Galaxy,Seyfert galaxy,14
5930,,Galaxy,Starburst galaxy,12.2
5949,,Galaxy,Dwarf galaxy,12.7
5962,,Galaxy,Spiral galaxy,12.2
5964,,Galaxy,Spiral galaxy,14.2
5965,,Galaxy,Spiral galaxy,11.9
5979,,Nebula,Planetary nebula,12.1
5986,,Cluster,Globular cluster,9.1
6000,PGC 56145,Galaxy,Barred spiral galaxy,11.27 +/- 0.09
6025,,Cluster,Open cluster,5.1
6027,(Part of Seyfert's Sextet),Galaxy,Interacting galaxy,14.7
6027a,(Part of Seyfert's Sextet),Galaxy,Interacting galaxy,15.1
6027b,(Part of Seyfert's Sextet),Galaxy,Interacting galaxy,15.4
6027c,(Part of Seyfert's Sextet),Galaxy,Interacting galaxy,16
6027d,(Part of Seyfert's Sextet),Galaxy,Spiral galaxy,15.6
6027e,(Part of Seyfert's Sextet),Galaxy,Interacting galaxy,16.5
6043,,Galaxy,Interacting galaxy,15.4
6052,,Galaxy,Interacting galaxy,13
6087,,Cluster,Open cluster,5.9
6093,Messier 80,Cluster,Globular cluster,8.7
6104,IRAS 16146 + 3549; MCG 6-36-11; PGC 57684; UGC 10309,Galaxy,Barred spiral galaxy,12.933
6120,,Galaxy,Spiral galaxy,14.6
6121,Messier 4,Cluster,Globular cluster,8.1
6124,,Cluster,Open cluster,5.8
6125,,Galaxy,Elliptical galaxy,13
6127,(Duplicate of NGC 6125),Galaxy,Elliptical galaxy,13
6128,(Duplicate of NGC 6125),Galaxy,Elliptical galaxy,13
6134,,Cluster,Open cluster,7.2
6139,,Cluster,Globular cluster,9.68
6144,,Cluster,Globular cluster,9.63
6152,,Cluster,Open cluster,8.1
6153,,Nebula,Planetary nebula,9.9
6158,CGCG 224-31; MCG 7-34-41; PGC 58198,Galaxy,Elliptical galaxy,14.68
6164,HD 148937; SAO 226891,Other,Variable star and diffuse nebula,7
6165,HD 148937; SAO 226891,Other,Variable star and diffuse nebula,7
6166,UGC 10409; PGC 58265,Galaxy,Elliptical galaxy,12.78
6167,,Cluster,Open cluster,6.7
6169,,Cluster,Open cluster,6.6
6171,Messier 107,Cluster,Globular cluster,10
6181,PGC 58470,Galaxy,Barred spiral galaxy,10.42
6188,Rim Nebula,Nebula,Diffuse nebula,
6193,,Cluster,Open cluster,5.3
6205,Messier 13; Hercules Globular Cluster,Cluster,Globular cluster,5.8
6207,UGC 10521; MCG 6-37-7; ZWG 197.7; PGC 58827; KUG 1641+369; IRAS16412+3655; KARA 766; Uppsala 10521,Galaxy,Spiral galaxy,11.7 ± 0.4
6210,,Nebula,Planetary nebula,12.3
